gene,tpm,percentile,status
SLC12A8,1.15,79.3,EXPRESSED
SLC6A4,1.15,79.3,EXPRESSED
ZMYND10,1.15,79.2,EXPRESSED
OR6A2,1.14,79.2,EXPRESSED
TMEM178B,1.14,79.2,EXPRESSED
DGKB,1.14,79.2,EXPRESSED
OR1B1,1.14,79.2,EXPRESSED
RAMP1,1.14,79.2,EXPRESSED
PNLDC1,1.14,79.2,EXPRESSED
XG,1.14,79.2,EXPRESSED
AMACR,1.13,79.2,EXPRESSED
FNDC10,1.13,79.2,EXPRESSED
TACR2,1.13,79.2,EXPRESSED
ABCC6,1.13,79.2,EXPRESSED
RPEL1,1.13,79.2,EXPRESSED
F2RL1,1.13,79.2,EXPRESSED
GPR84,1.13,79.2,EXPRESSED
CIB3,1.13,79.2,EXPRESSED
DNAAF4,1.13,79.2,EXPRESSED
INAFM2,1.13,79.2,EXPRESSED
A4GNT,1.13,79.2,EXPRESSED
KCNN4,1.12,79.2,EXPRESSED
GADL1,1.12,79.2,EXPRESSED
PCDHAC2,1.12,79.2,EXPRESSED
SYP,1.12,79.2,EXPRESSED
OR14A2,1.12,79.2,EXPRESSED
RDH13,1.12,79.2,EXPRESSED
APLNR,1.12,79.2,EXPRESSED
FCER1A,1.12,79.2,EXPRESSED
FUT9,1.12,79.1,EXPRESSED
MC1R,1.12,79.1,EXPRESSED
CHRNA3,1.12,79.1,EXPRESSED
LRRC3C,1.12,79.1,EXPRESSED
MDGA1,1.11,79.1,EXPRESSED
FASLG,1.11,79.1,EXPRESSED
PSENEN,1.11,79.1,EXPRESSED
SLC29A2,1.11,79.1,EXPRESSED
TRIM59,1.1,79.1,EXPRESSED
SLC28A2,1.1,79.1,EXPRESSED
LYNX1,1.1,79.1,EXPRESSED
DRD5,1.1,79.1,EXPRESSED
SEZ6L2,1.1,79.1,EXPRESSED
DNER,1.1,79.1,EXPRESSED
DPEP3,1.1,79.1,EXPRESSED
SLC16A8,1.09,79.1,EXPRESSED
AGR2,1.09,79.1,EXPRESSED
KRTAP25-1,1.08,79.0,EXPRESSED
CYP3A7,1.08,79.0,EXPRESSED
GRM3,1.08,79.0,EXPRESSED
ELFN1,1.08,79.0,EXPRESSED
VSTM1,1.07,79.0,EXPRESSED
P2RY6,1.07,79.0,EXPRESSED
EQTN,1.07,79.0,EXPRESSED
LTK,1.06,79.0,EXPRESSED
PRRG2,1.06,79.0,EXPRESSED
ZP1,1.06,79.0,EXPRESSED
OR2AG1,1.06,79.0,EXPRESSED
CPT1C,1.06,79.0,EXPRESSED
TVP23A,1.06,79.0,EXPRESSED
ITGB7,1.06,79.0,EXPRESSED
RTN4R,1.06,79.0,EXPRESSED
SLC46A2,1.06,79.0,EXPRESSED
ELOVL2,1.06,79.0,EXPRESSED
FBP2,1.05,78.9,EXPRESSED
SLCO4C1,1.05,78.9,EXPRESSED
CPO,1.05,78.9,EXPRESSED
TMEM89,1.05,78.9,EXPRESSED
OR13C8,1.04,78.9,EXPRESSED
SLC26A3,1.04,78.9,EXPRESSED
OR11L1,1.04,78.9,EXPRESSED
ADRA1D,1.04,78.9,EXPRESSED
MUC13,1.03,78.9,EXPRESSED
OR2AE1,1.03,78.9,EXPRESSED
GABRR2,1.03,78.9,EXPRESSED
KCNJ9,1.03,78.9,EXPRESSED
CXCR3,1.02,78.8,EXPRESSED
SIT1,1.02,78.8,EXPRESSED
NXPE1,1.02,78.8,EXPRESSED
TRIML2,1.02,78.8,EXPRESSED
LRTM1,1.02,78.8,EXPRESSED
OR8G5,1.02,78.8,EXPRESSED
NGEF,1.02,78.8,EXPRESSED
PCDHA13,1.01,78.8,EXPRESSED
ABHD16A,1.01,78.8,EXPRESSED
TMEM132B,1.01,78.8,EXPRESSED
SLC24A5,1.01,78.8,EXPRESSED
ANKS1B,1.01,78.8,EXPRESSED
AVPR2,1.01,78.8,EXPRESSED
DSC3,1.0,78.8,EXPRESSED
THSD7B,1.0,78.8,EXPRESSED
